PCP;University;Total score;Alumni;Award;World rank;PUB;National rank;Year;N&S;Hi Ci;World rank integer;Country;Geo Point 2D;Geo Shape;ISO2 CODE;ISO3 CODE
58.2;University of California, Berkeley;68.3;65.6;78.4;5;65.1;4;2018;67.8;61.3;5;United States;45.7056295354,-112.599438377;"{""coordinates"": [[[[-155.54211, 19.08348], [-155.68817, 18.91619], [-155.93665, 19.05939], [-155.90806, 19.33888], [-156.07347, 19.70294], [-156.02368, 19.81422], [-155.85008, 19.97729], [-155.91907, 20.17395], [-155.86108, 20.26721], [-155.78505, 20.2487], [-155.40214, 20.07975], [-155.22452, 19.99302], [-155.06226, 19.8591], [-154.80741, 19.50871], [-154.83147, 19.45328], [-155.22217, 19.23972], [-155.54211, 19.08348]]], [[[-156.07926, 20.64397], [-156.41445, 20.57241], [-156.58673, 20.783], [-156.70167, 20.8643], [-156.71055, 20.92676], [-156.61258, 21.01249], [-156.25711, 20.91745], [-155.99566, 20.76404], [-156.07926, 20.64397]]], [[[-156.75824, 21.17684], [-156.78933, 21.06873], [-157.32521, 21.09777], [-157.25027, 21.21958], [-156.75824, 21.17684]]], [[[-157.65283, 21.32217], [-157.70703, 21.26442], [-157.7786, 21.27729], [-158.12667, 21.31244], [-158.2538, 21.53919], [-158.29265, 21.57912], [-158.0252, 21.71696], [-157.94161, 21.65272], [-157.65283, 21.32217]]], [[[-159.34512, 21.982], [-159.46372, 21.88299], [-159.80051, 22.06533], [-159.74877, 22.1382], [-159.5962, 22.23618], [-159.36569, 22.21494], [-159.34512, 21.982]]], [[[-94.81758, 49.38905], [-94.64, 48.84], [-94.32914, 48.67074], [-93.63087, 48.60926], [-92.61, 48.45], [-91.64, 48.14], [-90.83, 48.27], [-89.6, 48.01], [-89.2729174466, 48.0198082546], [-88.3781141833, 48.3029175889], [-87.4397926233, 47.94], [-86.4619908312, 47.5533380194], [-85.6523632474, 47.2202188177], [-84.8760798815, 46.9000833197], [-84.7792382474, 46.6371019557], [-84.5437487454, 46.5386841904], [-84.6049, 46.4396], [-84.3367, 46.40877], [-84.1421195137, 46.5122258571], [-84.0918512642, 46.2754186061], [-83.890765347, 46.1169269883], [-83.6161309476, 46.1169269883], [-83.4695507474, 45.9946863877], [-83.5928507148, 45.8168936224], [-82.5509246488, 45.3475165879], [-82.3377631254, 44.44], [-82.1376423815, 43.5710875514], [-82.43, 42.98], [-82.9, 42.43], [-83.12, 42.08], [-83.1419996813, 41.9756810573], [-83.0298101468, 41.832795722], [-82.6900892809, 41.6751050889], [-82.4392777168, 41.6751050889], [-81.2777465482, 42.2090259873], [-80.2474476793, 42.3661998561], [-78.9393621487, 42.8636113551], [-78.92, 42.965], [-79.01, 43.27], [-79.1716735501, 43.4663394232], [-78.720279914, 43.6250894232], [-77.737885098, 43.6290555894], [-76.8200341458, 43.6287842881], [-76.5, 44.0184588938], [-76.375, 44.09631], [-75.31821, 44.81645], [-74.867, 45.00048], [-73.34783, 45.00738], [-71.50506, 45.0082], [-71.405, 45.255], [-71.08482, 45.30524], [-70.66, 45.46], [-70.305, 45.915], [-69.99997, 46.69307], [-69.237216, 47.447781], [-68.905, 47.185], [-68.23444, 47.35486], [-67.79046, 47.06636], [-67.79134, 45.70281], [-67.13741, 45.13753], [-66.96466, 44.8097], [-68.03252, 44.3252], [-69.06, 43.98], [-70.11617, 43.68405], [-70.6454756334, 43.090238349], [-70.81489, 42.8653], [-70.825, 42.335], [-70.495, 41.805], [-70.08, 41.78], [-70.185, 42.145], [-69.88497, 41.92283], [-69.96503, 41.63717], [-70.64, 41.475], [-71.12039, 41.49445], [-71.86, 41.32], [-72.295, 41.27], [-72.87643, 41.22065], [-73.71, 40.9311023517], [-72.24126, 41.11948], [-71.945, 40.93], [-73.345, 40.63], [-73.982, 40.628], [-73.952325, 40.75075], [-74.25671, 40.47351], [-73.96244, 40.42763], [-74.17838, 39.70926], [-74.90604, 38.93954], [-74.98041, 39.1964], [-75.20002, 39.24845], [-75.52805, 39.4985], [-75.32, 38.96], [-75.0718347648, 38.7820322302], [-75.05673, 38.40412], [-75.37747, 38.01551], [-75.94023, 37.21689], [-76.03127, 37.2566], [-75.72205, 37.93705], [-76.23287, 38.319215], [-76.35, 39.15], [-76.542725, 38.717615], [-76.32933, 38.08326], [-76.9899979316, 38.2399917669], [-76.30162, 37.917945], [-76.25874, 36.9664], [-75.9718, 36.89726], [-75.86804, 36.55125], [-75.72749, 35.55074], [-76.36318, 34.80854], [-77.397635, 34.51201], [-78.05496, 33.92547], [-78.55435, 33.86133], [-79.06067, 33.49395], [-79.20357, 33.15839], [-80.301325, 32.509355], [-80.86498, 32.0333], [-81.33629, 31.44049], [-81.49042, 30.72999], [-81.31371, 30.03552], [-80.98, 29.18], [-80.535585, 28.47213], [-80.53, 28.04], [-80.056539285, 26.88], [-80.088015, 26.205765], [-80.13156, 25.816775], [-80.38103, 25.20616], [-80.68, 25.08], [-81.17213, 25.20126], [-81.33, 25.64], [-81.71, 25.87], [-82.24, 26.73], [-82.70515, 27.49504], [-82.85526, 27.88624], [-82.65, 28.55], [-82.93, 29.1], [-83.70959, 29.93656], [-84.1, 30.09], [-85.10882, 29.63615], [-85.28784, 29.68612], [-85.7731, 30.15261], [-86.4, 30.4], [-87.53036, 30.27433], [-88.41782, 30.3849], [-89.18049, 30.31598], [-89.5938311784, 30.1599940048], [-89.413735, 29.89419], [-89.43, 29.48864], [-89.21767, 29.29108], [-89.40823, 29.15961], [-89.77928, 29.30714], [-90.15463, 29.11743], [-90.880225, 29.148535], [-91.626785, 29.677], [-92.49906, 29.5523], [-93.22637, 29.78375], [-93.84842, 29.71363], [-94.69, 29.48], [-95.60026, 28.73863], [-96.59404, 28.30748], [-97.14, 27.83], [-97.37, 27.38], [-97.38, 26.69], [-97.33, 26.21], [-97.14, 25.87], [-97.53, 25.84], [-98.24, 26.06], [-99.02, 26.37], [-99.3, 26.84], [-99.52, 27.54], [-100.11, 28.11], [-100.45584, 28.69612], [-100.9576, 29.38071], [-101.6624, 29.7793], [-102.48, 29.76], [-103.11, 28.97], [-103.94, 29.27], [-104.45697, 29.57196], [-104.70575, 30.12173], [-105.03737, 30.64402], [-105.63159, 31.08383], [-106.1429, 31.39995], [-106.50759, 31.75452], [-108.24, 31.7548537182], [-108.24194, 31.34222], [-109.035, 31.34194], [-111.02361, 31.33472], [-113.30498, 32.03914], [-114.815, 32.52528], [-114.72139, 32.72083], [-115.99135, 32.61239], [-117.12776, 32.53534], [-117.2959376913, 33.0462246152], [-117.944, 33.6212364312], [-118.4106022759, 33.7409092231], [-118.5198948228, 34.0277815776], [-119.081, 34.078], [-119.438840642, 34.3484771783], [-120.36778, 34.44711], [-120.62286, 34.60855], [-120.74433, 35.15686], [-121.71457, 36.16153], [-122.54747, 37.55176], [-122.51201, 37.78339], [-122.95319, 38.11371], [-123.7272, 38.95166], [-123.86517, 39.76699], [-124.39807, 40.3132], [-124.17886, 41.14202], [-124.2137, 41.99964], [-124.53284, 42.76599], [-124.14214, 43.70838], [-124.020535, 44.615895], [-123.89893, 45.52341], [-124.079635, 46.86475], [-124.39567, 47.72017], [-124.687210083, 48.1844329834], [-124.5661010742, 48.3797149658], [-123.12, 48.04], [-122.58736, 47.096], [-122.34, 47.36], [-122.5, 48.18], [-122.84, 49], [-120, 49], [-117.03121, 49], [-116.04818, 49], [-113, 49], [-110.05, 49], [-107.05, 49], [-104.04826, 48.99986], [-100.65, 49], [-97.22872, 49.0007], [-95.1590695092, 49], [-95.15609, 49.38425], [-94.81758, 49.38905]]], [[[-153.0063140533, 57.1158421902], [-154.0050902985, 56.7346768256], [-154.5164027578, 56.9927489284], [-154.670992805, 57.4611957872], [-153.7627795074, 57.816574612], [-153.2287294179, 57.9689684109], [-152.5647906158, 57.9014273139], [-152.1411472239, 57.5910586615], [-153.0063140533, 57.1158421902]]], [[[-165.5791641917, 59.9099868842], [-166.1927701488, 59.754440823], [-166.8483373688, 59.941406155], [-167.4552770661, 60.2130691596], [-166.4677921214, 60.3841698269], [-165.6744296947, 60.2936068793], [-165.5791641917, 59.9099868842]]], [[[-171.7316568675, 63.7825153673], [-171.1144335602, 63.5921910671], [-170.4911124339, 63.694975491], [-169.6825054597, 63.4311156277], [-168.6894394603, 63.297506212], [-168.7719408845, 63.1885981309], [-169.5294398672, 62.9769314643], [-170.2905562002, 63.1944375678], [-170.671385668, 63.3758218451], [-171.5530631175, 63.3177892117], [-171.7911106029, 63.4058458523], [-171.7316568675, 63.7825153673]]], [[[-155.0677902903, 71.1477763943], [-154.3441652089, 70.6964085965], [-153.9000062734, 70.8899885118], [-152.2100060699, 70.8299921739], [-152.2700024078, 70.600006212], [-150.7399924387, 70.430016588], [-149.7200030182, 70.5300104845], [-147.6133615794, 70.2140349392], [-145.6899898002, 70.1200096707], [-144.9200109591, 69.989991767], [-143.5894461804, 70.1525141466], [-142.0725103487, 69.8519381782], [-140.9859875216, 69.7119983995], [-140.985988329, 69.7119983995], [-140.992498752, 66.0000285916], [-140.9977697481, 60.3063967963], [-140.0129978162, 60.276837877], [-139.0390004203, 60.0000072292], [-138.34089, 59.56211], [-137.4525, 58.905], [-136.47972, 59.46389], [-135.47583, 59.78778], [-134.945, 59.27056], [-134.27111, 58.86111], [-133.3555488822, 58.4102851426], [-132.73042, 57.69289], [-131.70781, 56.55212], [-130.00778, 55.91583], [-129.9799942634, 55.2849978705], [-130.5361101895, 54.8027534043], [-131.085818238, 55.178906155], [-131.9672114671, 55.4977755805], [-132.2500107429, 56.3699962429], [-133.5391810844, 57.1788874376], [-134.0780629203, 58.123067532], [-135.0382110323, 58.1877147488], [-136.62806231, 58.2122093777], [-137.8000062797, 58.4999954291], [-139.8677870414, 59.5377615424], [-140.8252738171, 59.7275174018], [-142.5744435356, 60.0844465196], [-143.9588809949, 59.9991804063], [-145.9255568168, 60.4586097276], [-147.1143739491, 60.8846560736], [-148.2243062001, 60.672989407], [-148.0180655589, 59.9783289659], [-148.5708225169, 59.9141726752], [-149.7278578359, 59.7056582709], [-150.6082433746, 59.368211168], [-151.7163927887, 59.1558210313], [-151.8594331533, 59.7449840359], [-151.4097190012, 60.7258027208], [-150.3469414947, 61.0335875515], [-150.6211108063, 61.2844249539], [-151.8958391998, 60.7271979845], [-152.5783298411, 60.061657213], [-154.0191721263, 59.350279446], [-153.2875113597, 58.8647276882], [-154.2324924388, 58.1463736029], [-155.3074914215, 57.7277945014], [-156.3083347239, 57.4227743598], [-156.5560973785, 56.9799848497], [-158.1172165599, 56.4636081], [-158.4333212962, 55.9941535508], [-159.6033273997, 55.5666861029], [-160.2897196116, 55.6435806342], [-161.2230476553, 55.3647346055], [-162.2377660797, 55.0241869167], [-163.069446581, 54.6897370469], [-164.785569221, 54.4041730821], [-164.9422263255, 54.5722248399], [-163.8483396068, 55.0394314642], [-162.8700013906, 55.3480431179], [-161.8041749746, 55.8949864773], [-160.5636047028, 56.0080545111], [-160.0705598623, 56.4180553249], [-158.6844429189, 57.0166751166], [-158.4610973786, 57.2169212917], [-157.7227703522, 57.5700005154], [-157.5502744212, 58.328326321], [-157.0416749746, 58.9188845893], [-158.1947312083, 58.6158023139], [-158.517217984, 58.7877814805], [-159.0586061269, 58.4241861029], [-159.71166704, 58.9313902859], [-159.9812888255, 58.57254914], [-160.355271166, 59.0711233588], [-161.3550034251, 58.6708377143], [-161.9688936025, 58.6716645372], [-162.0549865387, 59.2669253607], [-161.8741707021, 59.6336213243], [-162.5180590485, 59.9897236192], [-163.8183414378, 59.7980557318], [-164.6622175771, 60.2674844428], [-165.3463877025, 60.5074956326], [-165.3508318757, 61.0738951687], [-166.1213791576, 61.5000190294], [-165.7344518708, 62.0749968533], [-164.9191786367, 62.6330764838], [-164.562507901, 63.1463784858], [-163.753332486, 63.219448961], [-163.0672244945, 63.0594587266], [-162.2605553864, 63.5419357367], [-161.5344498362, 63.4558169623], [-160.7725066803, 63.7661081], [-160.9583351308, 64.2227985704], [-161.5180684072, 64.4027875841], [-160.7777776764, 64.7886038276], [-161.391926236, 64.7772350125], [-162.4530500967, 64.5594446886], [-162.7577860179, 64.3386054552], [-163.5463942129, 64.5591604682], [-164.9608298411, 64.4469450955], [-166.4252882559, 64.6866720649], [-166.8450042389, 65.0888955756], [-168.1105600658, 65.6699970567], [-166.705271166, 66.0883177761], [-164.4747096426, 66.5766600613], [-163.6525117666, 66.5766600613], [-163.788601651, 66.0772073432], [-161.6777744212, 66.1161196967], [-162.4897145254, 66.7355650906], [-163.7197169668, 67.1163945584], [-164.4309913809, 67.6163382026], [-165.3902868317, 68.0427721219], [-166.764440681, 68.3588768582], [-166.2047074046, 68.8830309109], [-164.4308105133, 68.9155353868], [-163.1686136546, 69.3711148139], [-162.9305661693, 69.8580618354], [-161.9088972646, 70.3333299832], [-160.9347965159, 70.4476899278], [-159.0391757884, 70.8916421577], [-158.1197228668, 70.8247211779], [-156.5808245514, 71.3577635769], [-155.0677902903, 71.1477763943]]]], ""type"": ""MultiPolygon""}";US;USA
32.0;University of California, San Francisco;41.9;0.0;39.4;21;63.2;17;2018;50.9;35.8;21;United States;45.7056295354,-112.599438377;"{""coordinates"": [[[[-155.54211, 19.08348], [-155.68817, 18.91619], [-155.93665, 19.05939], [-155.90806, 19.33888], [-156.07347, 19.70294], [-156.02368, 19.81422], [-155.85008, 19.97729], [-155.91907, 20.17395], [-155.86108, 20.26721], [-155.78505, 20.2487], [-155.40214, 20.07975], [-155.22452, 19.99302], [-155.06226, 19.8591], [-154.80741, 19.50871], [-154.83147, 19.45328], [-155.22217, 19.23972], [-155.54211, 19.08348]]], [[[-156.07926, 20.64397], [-156.41445, 20.57241], [-156.58673, 20.783], [-156.70167, 20.8643], [-156.71055, 20.92676], [-156.61258, 21.01249], [-156.25711, 20.91745], [-155.99566, 20.76404], [-156.07926, 20.64397]]], [[[-156.75824, 21.17684], [-156.78933, 21.06873], [-157.32521, 21.09777], [-157.25027, 21.21958], [-156.75824, 21.17684]]], [[[-157.65283, 21.32217], [-157.70703, 21.26442], [-157.7786, 21.27729], [-158.12667, 21.31244], [-158.2538, 21.53919], [-158.29265, 21.57912], [-158.0252, 21.71696], [-157.94161, 21.65272], [-157.65283, 21.32217]]], [[[-159.34512, 21.982], [-159.46372, 21.88299], [-159.80051, 22.06533], [-159.74877, 22.1382], [-159.5962, 22.23618], [-159.36569, 22.21494], [-159.34512, 21.982]]], [[[-94.81758, 49.38905], [-94.64, 48.84], [-94.32914, 48.67074], [-93.63087, 48.60926], [-92.61, 48.45], [-91.64, 48.14], [-90.83, 48.27], [-89.6, 48.01], [-89.2729174466, 48.0198082546], [-88.3781141833, 48.3029175889], [-87.4397926233, 47.94], [-86.4619908312, 47.5533380194], [-85.6523632474, 47.2202188177], [-84.8760798815, 46.9000833197], [-84.7792382474, 46.6371019557], [-84.5437487454, 46.5386841904], [-84.6049, 46.4396], [-84.3367, 46.40877], [-84.1421195137, 46.5122258571], [-84.0918512642, 46.2754186061], [-83.890765347, 46.1169269883], [-83.6161309476, 46.1169269883], [-83.4695507474, 45.9946863877], [-83.5928507148, 45.8168936224], [-82.5509246488, 45.3475165879], [-82.3377631254, 44.44], [-82.1376423815, 43.5710875514], [-82.43, 42.98], [-82.9, 42.43], [-83.12, 42.08], [-83.1419996813, 41.9756810573], [-83.0298101468, 41.832795722], [-82.6900892809, 41.6751050889], [-82.4392777168, 41.6751050889], [-81.2777465482, 42.2090259873], [-80.2474476793, 42.3661998561], [-78.9393621487, 42.8636113551], [-78.92, 42.965], [-79.01, 43.27], [-79.1716735501, 43.4663394232], [-78.720279914, 43.6250894232], [-77.737885098, 43.6290555894], [-76.8200341458, 43.6287842881], [-76.5, 44.0184588938], [-76.375, 44.09631], [-75.31821, 44.81645], [-74.867, 45.00048], [-73.34783, 45.00738], [-71.50506, 45.0082], [-71.405, 45.255], [-71.08482, 45.30524], [-70.66, 45.46], [-70.305, 45.915], [-69.99997, 46.69307], [-69.237216, 47.447781], [-68.905, 47.185], [-68.23444, 47.35486], [-67.79046, 47.06636], [-67.79134, 45.70281], [-67.13741, 45.13753], [-66.96466, 44.8097], [-68.03252, 44.3252], [-69.06, 43.98], [-70.11617, 43.68405], [-70.6454756334, 43.090238349], [-70.81489, 42.8653], [-70.825, 42.335], [-70.495, 41.805], [-70.08, 41.78], [-70.185, 42.145], [-69.88497, 41.92283], [-69.96503, 41.63717], [-70.64, 41.475], [-71.12039, 41.49445], [-71.86, 41.32], [-72.295, 41.27], [-72.87643, 41.22065], [-73.71, 40.9311023517], [-72.24126, 41.11948], [-71.945, 40.93], [-73.345, 40.63], [-73.982, 40.628], [-73.952325, 40.75075], [-74.25671, 40.47351], [-73.96244, 40.42763], [-74.17838, 39.70926], [-74.90604, 38.93954], [-74.98041, 39.1964], [-75.20002, 39.24845], [-75.52805, 39.4985], [-75.32, 38.96], [-75.0718347648, 38.7820322302], [-75.05673, 38.40412], [-75.37747, 38.01551], [-75.94023, 37.21689], [-76.03127, 37.2566], [-75.72205, 37.93705], [-76.23287, 38.319215], [-76.35, 39.15], [-76.542725, 38.717615], [-76.32933, 38.08326], [-76.9899979316, 38.2399917669], [-76.30162, 37.917945], [-76.25874, 36.9664], [-75.9718, 36.89726], [-75.86804, 36.55125], [-75.72749, 35.55074], [-76.36318, 34.80854], [-77.397635, 34.51201], [-78.05496, 33.92547], [-78.55435, 33.86133], [-79.06067, 33.49395], [-79.20357, 33.15839], [-80.301325, 32.509355], [-80.86498, 32.0333], [-81.33629, 31.44049], [-81.49042, 30.72999], [-81.31371, 30.03552], [-80.98, 29.18], [-80.535585, 28.47213], [-80.53, 28.04], [-80.056539285, 26.88], [-80.088015, 26.205765], [-80.13156, 25.816775], [-80.38103, 25.20616], [-80.68, 25.08], [-81.17213, 25.20126], [-81.33, 25.64], [-81.71, 25.87], [-82.24, 26.73], [-82.70515, 27.49504], [-82.85526, 27.88624], [-82.65, 28.55], [-82.93, 29.1], [-83.70959, 29.93656], [-84.1, 30.09], [-85.10882, 29.63615], [-85.28784, 29.68612], [-85.7731, 30.15261], [-86.4, 30.4], [-87.53036, 30.27433], [-88.41782, 30.3849], [-89.18049, 30.31598], [-89.5938311784, 30.1599940048], [-89.413735, 29.89419], [-89.43, 29.48864], [-89.21767, 29.29108], [-89.40823, 29.15961], [-89.77928, 29.30714], [-90.15463, 29.11743], [-90.880225, 29.148535], [-91.626785, 29.677], [-92.49906, 29.5523], [-93.22637, 29.78375], [-93.84842, 29.71363], [-94.69, 29.48], [-95.60026, 28.73863], [-96.59404, 28.30748], [-97.14, 27.83], [-97.37, 27.38], [-97.38, 26.69], [-97.33, 26.21], [-97.14, 25.87], [-97.53, 25.84], [-98.24, 26.06], [-99.02, 26.37], [-99.3, 26.84], [-99.52, 27.54], [-100.11, 28.11], [-100.45584, 28.69612], [-100.9576, 29.38071], [-101.6624, 29.7793], [-102.48, 29.76], [-103.11, 28.97], [-103.94, 29.27], [-104.45697, 29.57196], [-104.70575, 30.12173], [-105.03737, 30.64402], [-105.63159, 31.08383], [-106.1429, 31.39995], [-106.50759, 31.75452], [-108.24, 31.7548537182], [-108.24194, 31.34222], [-109.035, 31.34194], [-111.02361, 31.33472], [-113.30498, 32.03914], [-114.815, 32.52528], [-114.72139, 32.72083], [-115.99135, 32.61239], [-117.12776, 32.53534], [-117.2959376913, 33.0462246152], [-117.944, 33.6212364312], [-118.4106022759, 33.7409092231], [-118.5198948228, 34.0277815776], [-119.081, 34.078], [-119.438840642, 34.3484771783], [-120.36778, 34.44711], [-120.62286, 34.60855], [-120.74433, 35.15686], [-121.71457, 36.16153], [-122.54747, 37.55176], [-122.51201, 37.78339], [-122.95319, 38.11371], [-123.7272, 38.95166], [-123.86517, 39.76699], [-124.39807, 40.3132], [-124.17886, 41.14202], [-124.2137, 41.99964], [-124.53284, 42.76599], [-124.14214, 43.70838], [-124.020535, 44.615895], [-123.89893, 45.52341], [-124.079635, 46.86475], [-124.39567, 47.72017], [-124.687210083, 48.1844329834], [-124.5661010742, 48.3797149658], [-123.12, 48.04], [-122.58736, 47.096], [-122.34, 47.36], [-122.5, 48.18], [-122.84, 49], [-120, 49], [-117.03121, 49], [-116.04818, 49], [-113, 49], [-110.05, 49], [-107.05, 49], [-104.04826, 48.99986], [-100.65, 49], [-97.22872, 49.0007], [-95.1590695092, 49], [-95.15609, 49.38425], [-94.81758, 49.38905]]], [[[-153.0063140533, 57.1158421902], [-154.0050902985, 56.7346768256], [-154.5164027578, 56.9927489284], [-154.670992805, 57.4611957872], [-153.7627795074, 57.816574612], [-153.2287294179, 57.9689684109], [-152.5647906158, 57.9014273139], [-152.1411472239, 57.5910586615], [-153.0063140533, 57.1158421902]]], [[[-165.5791641917, 59.9099868842], [-166.1927701488, 59.754440823], [-166.8483373688, 59.941406155], [-167.4552770661, 60.2130691596], [-166.4677921214, 60.3841698269], [-165.6744296947, 60.2936068793], [-165.5791641917, 59.9099868842]]], [[[-171.7316568675, 63.7825153673], [-171.1144335602, 63.5921910671], [-170.4911124339, 63.694975491], [-169.6825054597, 63.4311156277], [-168.6894394603, 63.297506212], [-168.7719408845, 63.1885981309], [-169.5294398672, 62.9769314643], [-170.2905562002, 63.1944375678], [-170.671385668, 63.3758218451], [-171.5530631175, 63.3177892117], [-171.7911106029, 63.4058458523], [-171.7316568675, 63.7825153673]]], [[[-155.0677902903, 71.1477763943], [-154.3441652089, 70.6964085965], [-153.9000062734, 70.8899885118], [-152.2100060699, 70.8299921739], [-152.2700024078, 70.600006212], [-150.7399924387, 70.430016588], [-149.7200030182, 70.5300104845], [-147.6133615794, 70.2140349392], [-145.6899898002, 70.1200096707], [-144.9200109591, 69.989991767], [-143.5894461804, 70.1525141466], [-142.0725103487, 69.8519381782], [-140.9859875216, 69.7119983995], [-140.985988329, 69.7119983995], [-140.992498752, 66.0000285916], [-140.9977697481, 60.3063967963], [-140.0129978162, 60.276837877], [-139.0390004203, 60.0000072292], [-138.34089, 59.56211], [-137.4525, 58.905], [-136.47972, 59.46389], [-135.47583, 59.78778], [-134.945, 59.27056], [-134.27111, 58.86111], [-133.3555488822, 58.4102851426], [-132.73042, 57.69289], [-131.70781, 56.55212], [-130.00778, 55.91583], [-129.9799942634, 55.2849978705], [-130.5361101895, 54.8027534043], [-131.085818238, 55.178906155], [-131.9672114671, 55.4977755805], [-132.2500107429, 56.3699962429], [-133.5391810844, 57.1788874376], [-134.0780629203, 58.123067532], [-135.0382110323, 58.1877147488], [-136.62806231, 58.2122093777], [-137.8000062797, 58.4999954291], [-139.8677870414, 59.5377615424], [-140.8252738171, 59.7275174018], [-142.5744435356, 60.0844465196], [-143.9588809949, 59.9991804063], [-145.9255568168, 60.4586097276], [-147.1143739491, 60.8846560736], [-148.2243062001, 60.672989407], [-148.0180655589, 59.9783289659], [-148.5708225169, 59.9141726752], [-149.7278578359, 59.7056582709], [-150.6082433746, 59.368211168], [-151.7163927887, 59.1558210313], [-151.8594331533, 59.7449840359], [-151.4097190012, 60.7258027208], [-150.3469414947, 61.0335875515], [-150.6211108063, 61.2844249539], [-151.8958391998, 60.7271979845], [-152.5783298411, 60.061657213], [-154.0191721263, 59.350279446], [-153.2875113597, 58.8647276882], [-154.2324924388, 58.1463736029], [-155.3074914215, 57.7277945014], [-156.3083347239, 57.4227743598], [-156.5560973785, 56.9799848497], [-158.1172165599, 56.4636081], [-158.4333212962, 55.9941535508], [-159.6033273997, 55.5666861029], [-160.2897196116, 55.6435806342], [-161.2230476553, 55.3647346055], [-162.2377660797, 55.0241869167], [-163.069446581, 54.6897370469], [-164.785569221, 54.4041730821], [-164.9422263255, 54.5722248399], [-163.8483396068, 55.0394314642], [-162.8700013906, 55.3480431179], [-161.8041749746, 55.8949864773], [-160.5636047028, 56.0080545111], [-160.0705598623, 56.4180553249], [-158.6844429189, 57.0166751166], [-158.4610973786, 57.2169212917], [-157.7227703522, 57.5700005154], [-157.5502744212, 58.328326321], [-157.0416749746, 58.9188845893], [-158.1947312083, 58.6158023139], [-158.517217984, 58.7877814805], [-159.0586061269, 58.4241861029], [-159.71166704, 58.9313902859], [-159.9812888255, 58.57254914], [-160.355271166, 59.0711233588], [-161.3550034251, 58.6708377143], [-161.9688936025, 58.6716645372], [-162.0549865387, 59.2669253607], [-161.8741707021, 59.6336213243], [-162.5180590485, 59.9897236192], [-163.8183414378, 59.7980557318], [-164.6622175771, 60.2674844428], [-165.3463877025, 60.5074956326], [-165.3508318757, 61.0738951687], [-166.1213791576, 61.5000190294], [-165.7344518708, 62.0749968533], [-164.9191786367, 62.6330764838], [-164.562507901, 63.1463784858], [-163.753332486, 63.219448961], [-163.0672244945, 63.0594587266], [-162.2605553864, 63.5419357367], [-161.5344498362, 63.4558169623], [-160.7725066803, 63.7661081], [-160.9583351308, 64.2227985704], [-161.5180684072, 64.4027875841], [-160.7777776764, 64.7886038276], [-161.391926236, 64.7772350125], [-162.4530500967, 64.5594446886], [-162.7577860179, 64.3386054552], [-163.5463942129, 64.5591604682], [-164.9608298411, 64.4469450955], [-166.4252882559, 64.6866720649], [-166.8450042389, 65.0888955756], [-168.1105600658, 65.6699970567], [-166.705271166, 66.0883177761], [-164.4747096426, 66.5766600613], [-163.6525117666, 66.5766600613], [-163.788601651, 66.0772073432], [-161.6777744212, 66.1161196967], [-162.4897145254, 66.7355650906], [-163.7197169668, 67.1163945584], [-164.4309913809, 67.6163382026], [-165.3902868317, 68.0427721219], [-166.764440681, 68.3588768582], [-166.2047074046, 68.8830309109], [-164.4308105133, 68.9155353868], [-163.1686136546, 69.3711148139], [-162.9305661693, 69.8580618354], [-161.9088972646, 70.3333299832], [-160.9347965159, 70.4476899278], [-159.0391757884, 70.8916421577], [-158.1197228668, 70.8247211779], [-156.5808245514, 71.3577635769], [-155.0677902903, 71.1477763943]]]], ""type"": ""MultiPolygon""}";US;USA
